iso,year,migrant_stock,refugee_stock,disaster_displacement,conflict_displacement,climate_change,air_quality,rule_of_law,gov_effectiveness,corruption_control,state_legit,cpa_d_12,cpa_d_avg,gdp,hdi_value,gini,country_name,region,donor,sids,ldc
BRN,2011,NA,NA,NA,NA,15.355,66.22,0.8499598,0.8969321,0.8616439,2.3,NA,NA,34.244206899999995,0.831,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2011,NA,NA,0,0,68.19000000000001,65.2975,0.1955945,0.6325497,0.8385482,3.4000000000000004,4.5,4.7,2.3866211109999997,0.585,NA,Bhutan,South Asia,0,0,1
CHN,2011,NA,NA,0,0,35.605000000000004,27.03,-0.46481000000000006,0.0881574,-0.5070884,2.0999999999999996,NA,NA,6.152686005,0.707,42.4,People's Republic of China,East Asia,1,0,0
COK,2011,NA,NA,NA,NA,NA,NA,-0.8820833,-0.9730545,-0.23184490000000002,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2011,NA,NA,0,0,61.5775,42.71,-0.8244902,-0.7061993000000001,-0.12584410000000001,1.4000000000000004,NA,NA,4.626683325,0.719,NA,Fiji,Oceania,0,1,0
FSM,2011,NA,NA,NA,NA,NA,37.394999999999996,-0.0612899,-0.7549848000000001,-0.3445338,3.7,3,2.8,3.166743858,0.604,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2011,NA,NA,0,27,60.58500000000001,59.31,-0.1242663,0.5535932,0.1184005,1.5999999999999996,4,4.6,3.356997868,0.757,39.6,Georgia,Central and West Asia,0,0,0
HKG,2011,NA,NA,NA,NA,NA,NA,1.554583,1.650636,1.852496,NA,NA,NA,39.65607762,0.907,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2011,NA,NA,0,18,49.075,41.655,-0.5929989,-0.25944839999999997,-0.7018531,3.3,NA,NA,2.8493549849999997,0.673,39.7,Indonesia,Southeast Asia,1,0,0
IND,2011,NA,NA,0,65,56.08,29.325,-0.0906831,0.0059228,-0.5362576,4.2,NA,NA,1.2928212060000002,0.588,35.7,India,South Asia,1,0,0
JPN,2011,NA,NA,0,0,39.415,70.325,1.311966,1.4725469999999998,1.561326,8,NA,NA,33.01113423,0.892,NA,Japan,East Asia,1,0,0
KAZ,2011,NA,NA,0,0,28.080000000000002,60.66,-0.5734760999999999,-0.40985420000000006,-0.9914735,2.8,NA,NA,9.506734053,0.772,28,Kazakhstan,Central and West Asia,1,0,0
KGZ,2011,NA,NA,0,6.7,59.010000000000005,56.1825,-1.19029,-0.6379873,-1.218826,1,3,3.4,1.0113155289999998,0.664,27.8,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2011,NA,NA,0,0,65.11,48.085,-1.0449899999999999,-0.8627386999999999,-1.238731,1.5,3.5,3.8,0.9401118195,0.546,NA,Cambodia,Southeast Asia,0,0,1
KIR,2011,NA,NA,NA,NA,71.47375,76.6,0.1002314,-0.7764066,0.09501910000000001,NA,3,2.7,1.3655988849999998,NA,NA,Kiribati,Oceania,0,1,1
KOR,2011,NA,NA,0,0,29.71,62.4525,1.025932,1.252658,0.5283376999999999,6.3,NA,NA,26.18689754,0.895,NA,Republic of Korea,East Asia,1,0,0
LAO,2011,NA,NA,0,0,69.8475,43.167500000000004,-1.000485,-0.8338406999999999,-1.1771209999999999,2,4,3.8,1.687147369,0.565,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2011,NA,NA,0,12.5,73.755,41.505,-0.1222856,-0.1114646,-0.393244,1.5,4,3.8,3.176920341,0.76,NA,Sri Lanka,South Asia,0,0,0
MDV,2011,NA,NA,NA,NA,71.61625,46.6925,-0.5539944,-0.3059395,-0.5548046999999999,2.5999999999999996,4,3.6,8.892911397,0.697,NA,Maldives,South Asia,0,1,0
MHL,2011,NA,NA,NA,NA,NA,44.480000000000004,0.12300950000000001,-1.46187,-0.3320265,NA,3.5,2.8,3.179185833,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2011,NA,NA,0,45,71.10499999999999,45.620000000000005,-1.438391,-1.596782,-1.586766,0.3000000000000007,NA,NA,0.9629954521999999,0.526,NA,Myanmar,Southeast Asia,0,0,0
MNG,2011,NA,NA,NA,NA,28.299999999999997,30.6025,-0.2670228,-0.5857348000000001,-0.6920758,4.1,4,3.9,3.0281616600000003,0.71,33.9,Mongolia,East Asia,0,0,0
MYS,2011,NA,NA,0,0,35.16,69.33,0.4786735,1.021066,0.029522800000000002,4,NA,NA,8.550154638,0.778,43.9,Malaysia,Southeast Asia,1,0,0
NIU,2011,NA,NA,NA,NA,NA,NA,-0.7358481,-0.9730545,-0.44123770000000007,NA,NA,NA,NA,NA,NA,Niue,Oceania,0,1,0
NPL,2011,NA,NA,0,5,92.505,43.495000000000005,-0.8866997,-0.9025426999999999,-0.7789158,2.0999999999999996,3,3.9,0.7559141323999999,0.545,NA,Nepal,South Asia,0,0,1
NRU,2011,NA,NA,NA,NA,NA,NA,0.5621791,-0.5776894,-0.04040119999999999,NA,2.5,3.2,4.501446094,NA,NA,Nauru,Oceania,1,1,0
NZL,2011,NA,NA,0,0,41.64,72.7975,1.90442,1.877416,2.297591,8.9,NA,NA,35.93070084,0.909,NA,New Zealand,Oceania,1,0,0
PAK,2011,NA,NA,0,90,61.935,30.07,-0.9018267,-0.817893,-1.076278,1.4000000000000004,3,3.6,1.245737437,0.516,30.9,Pakistan,South Asia,0,0,0
PHL,2011,NA,NA,0,4.6,64.555,54.495000000000005,-0.5110275,0.0902608,-0.6670986999999999,1.6999999999999993,NA,NA,2.484489204,0.676,NA,Philippines,Southeast Asia,0,0,0
PLW,2011,NA,NA,NA,NA,NA,92.99000000000001,0.8949478999999999,-0.5776894,-0.5288443,NA,4,3.4,14.07360829,0.793,NA,Palau,Oceania,0,1,0
PNG,2011,NA,NA,0,0,64.405,56.265,-0.8055715999999999,-0.7111115,-1.022831,2.5,3,3.2,2.210952146,0.53,NA,Papua New Guinea,Oceania,0,1,0
SGP,2011,NA,NA,NA,NA,38.415,55.12,1.66993,2.154623,2.109778,6.1,NA,NA,50.685296199999996,0.913,NA,Singapore,Southeast Asia,1,1,0
SLB,2011,NA,NA,0,0,56.1475,64.125,-0.5232059,-0.8646513000000001,-0.3432978,2.0999999999999996,3.5,3.1,2.195183955,0.541,NA,Solomon Islands,Oceania,0,1,1
THA,2011,NA,NA,0,3.5,46.08,43.5775,-0.2038983,0.2058027,-0.3234363,1.5999999999999996,NA,NA,5.1820423689999995,0.733,37.5,Thailand,Southeast Asia,1,0,0
TJK,2011,NA,NA,0,0,66.365,53.18,-1.22634,-0.9482636000000001,-1.2182520000000001,1.0999999999999996,3.5,3.5,0.8229032077,0.636,NA,Tajikistan,Central and West Asia,0,0,0
TKM,2011,NA,NA,0,0.4,24.735,63.7825,-1.456832,-1.603811,-1.54336,1.5999999999999996,NA,NA,4.810896165999999,0.673,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2011,NA,NA,0,0.09,NA,94.82,-1.175452,-1.153561,-0.8097211,1.1999999999999993,3,3.2,1.234078226,0.644,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2011,NA,NA,0,0,67.0575,35.379999999999995,-0.016638299999999998,-0.363674,-0.3317236,NA,3.5,3.9,4.042500178,0.704,NA,Tonga,Oceania,0,1,0
TUV,2011,NA,NA,NA,NA,NA,NA,0.4737955,-0.7950319,-0.5269583999999999,NA,4,3.3,3.002629633,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2011,NA,NA,NA,NA,33.525,55.0075,1.034143,1.147194,0.8722753000000001,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2011,NA,NA,0,0.34,30.675,46.315,-1.445755,-0.6850357,-1.3705459999999998,1.5999999999999996,3.5,3.5,2.2310527239999995,0.676,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2011,NA,NA,0,0,57.370000000000005,39.805,-0.5448651999999999,-0.232533,-0.6072856,2.5,4.5,4.3,1.7333112850000003,0.671,NA,Viet Nam,Southeast Asia,0,0,0
VUT,2011,NA,NA,0,0,69.57000000000001,36.349999999999994,0.27479309999999996,-0.243702,0.2993033,NA,3.5,3.3,2.8672860179999997,0.591,NA,Vanuatu,Oceania,0,1,0
WSM,2011,NA,NA,0,0,73.39,42.290000000000006,0.6886985999999999,-0.009481100000000001,0.0970169,3.8,4,4,4.213825349,0.701,NA,Samoa,Oceania,0,1,0
AFG,2012,NA,NA,0,49.2,NA,35.49,-1.6430810000000002,-1.360196,-1.419741,0.5,1.5,2.9,0.5579496921,0.489,NA,Afghanistan,South Asia,0,0,1
ARM,2012,NA,NA,0,0.84,61.56,40.065,-0.4178914000000001,-0.042368800000000005,-0.5878049,3.2,3.5,4,3.312980008,0.756,29.6,Armenia,Central and West Asia,0,0,0
AUS,2012,NA,NA,0,0,13.38,55.415,1.7668580000000003,1.62129,1.9852490000000003,8.7,NA,NA,55.254606210000006,0.937,NA,Australia,Oceania,1,0,0
AZE,2012,NA,NA,0,60.0336,44.33,45.63,-0.8344684000000001,-0.7827144,-1.1268049999999998,2,NA,NA,5.194738377,0.73,NA,Azerbaijan,Central and West Asia,0,0,0
BGD,2012,NA,NA,0,42.649,60.82,38.695,-0.9292566999999999,-0.804239,-0.8498091999999998,1.8000000000000007,4,3.9,1.078287546,0.575,NA,Bangladesh,South Asia,0,0,1
BRN,2012,NA,NA,NA,NA,5.17,68.53,0.7930172,0.8434001,0.5458052,2.5999999999999996,NA,NA,34.09690756,0.839,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2012,NA,NA,NA,NA,64.7,56.44,0.23630210000000001,0.5124978,0.9395218000000001,3.7,4.5,4.8,2.4791517229999998,0.597,38.8,Bhutan,South Asia,0,0,1
CHN,2012,NA,NA,0,0,31.03,18.93,-0.5428619,0.0233264,-0.43574840000000004,2.0999999999999996,NA,NA,6.591650851,0.716,42.2,People's Republic of China,East Asia,1,0,0
COK,2012,NA,NA,NA,NA,NA,100,-0.9360893,-0.9988776,-0.21885700000000002,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2012,NA,NA,0,0,62.955,10.61,-0.7911764,-0.8380788,-0.1102152,1.1999999999999993,NA,NA,4.683226283,0.722,NA,Fiji,Oceania,0,1,0
FSM,2012,NA,NA,0,0,NA,11.86,-0.015527200000000001,-0.6433704,-0.14814470000000002,3.7,3,2.8,3.0761654050000002,0.605,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2012,NA,NA,0,27.9778,66.79,56.275,-0.0145602,0.6057203,0.4010559,1.5,4,4.6,3.597203764,0.767,39,Georgia,Central and West Asia,0,0,0
HKG,2012,NA,NA,NA,NA,36.1,32.38,1.5803479999999999,1.834511,1.740234,NA,NA,NA,39.887578239999996,0.914,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2012,NA,NA,0,17,48.91,46.625,-0.5756522,-0.27300100000000005,-0.6397946999999999,3.3,NA,NA,2.98061011,0.681,39.7,Indonesia,Southeast Asia,1,0,0
IND,2012,NA,NA,0,100,51.91,21.335,-0.0719577,-0.17104460000000002,-0.5132697,4.5,NA,NA,1.3466759099999999,0.597,NA,India,South Asia,1,0,0
JPN,2012,NA,NA,0,0,30.55,79.79,1.357793,1.415494,1.6265479999999999,7.5,NA,NA,33.51844494,0.897,NA,Japan,East Asia,1,0,0
KAZ,2012,NA,NA,0,0,9.63,32.645,-0.6845781999999999,-0.4403299,-0.9190874,2.5,NA,NA,9.823693897,0.782,28.2,Kazakhstan,Central and West Asia,1,0,0
KGZ,2012,NA,NA,0,16.4,61.82,43.42,-1.129424,-0.649578,-1.149493,1.3000000000000007,3.5,3.8,0.9937374232999999,0.674,27.4,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2012,NA,NA,NA,NA,73.93,53.17,-0.9796243,-0.8159052,-1.070025,1.8000000000000007,3.5,4,0.9925498342,0.552,NA,Cambodia,Southeast Asia,0,0,1
KIR,2012,NA,NA,NA,NA,67.5075,79.28999999999999,0.1416606,-0.7959709,0.0063897,NA,3,2.8,1.408134127,NA,NA,Kiribati,Oceania,0,1,1
KOR,2012,NA,NA,NA,NA,22.73,71.36,0.9841591000000001,1.1991969999999998,0.534928,6.8,NA,NA,26.675440169999998,0.898,31.6,Republic of Korea,East Asia,1,0,0
LAO,2012,NA,NA,0,0,70.925,39.51,-0.8515941999999999,-0.8377884,-1.019289,1.6999999999999993,4,4,1.7951376309999998,0.575,36,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2012,NA,NA,0,9.3,67.8,44.13,-0.12236960000000001,-0.20762460000000002,-0.23687510000000003,1.9000000000000004,4,3.8,3.462936684,0.766,38.7,Sri Lanka,South Asia,0,0,0
MDV,2012,NA,NA,NA,NA,67.7725,33.81,-0.5417812,-0.2152527,-0.7027920999999999,2.0999999999999996,4,3.6,8.732629171,0.704,NA,Maldives,South Asia,0,1,0
MHL,2012,NA,NA,NA,NA,NA,14.76,0.028478899999999998,-1.440469,-0.26398390000000005,NA,3.5,2.8,3.095919735,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2012,NA,NA,0,45,77.27,52.04,-1.354667,-1.481443,-1.0632549999999998,0.5999999999999996,NA,NA,1.017014364,0.533,NA,Myanmar,Southeast Asia,0,0,0
MNG,2012,NA,NA,NA,NA,19.66,32.47,-0.3754402,-0.6362302,-0.535103,4.4,4,4,3.335793592,0.718,33.8,Mongolia,East Asia,0,0,0
MYS,2012,NA,NA,0,0,27.99,69.395,0.4650094,0.9197366,0.2374538,3.5,NA,NA,8.888702521999999,0.781,NA,Malaysia,Southeast Asia,1,0,0
NIU,2012,NA,NA,NA,NA,NA,100,-0.7848002,-0.9988776,-0.43534359999999994,NA,NA,NA,NA,NA,NA,Niue,Oceania,0,1,0
NPL,2012,NA,NA,0,5,88.65,36.595,-0.735665,-0.9827667,-0.8129804,2,3,3.8,0.7909881496000001,0.559,NA,Nepal,South Asia,0,0,1
NRU,2012,NA,NA,NA,NA,NA,100,0.7323569999999999,-0.5563569,-0.017601099999999998,NA,2.5,3.2,4.979837786,NA,34.8,Nauru,Oceania,1,1,0
NZL,2012,NA,NA,0,0,44.57,69.6,1.8904849999999997,1.8008520000000001,2.31576,9.2,NA,NA,36.53493666,0.911,NA,New Zealand,Oceania,1,0,0
PAK,2012,NA,NA,0,75.8,56.73,29.965,-0.8841760000000001,-0.7780076,-1.062848,1.6999999999999993,3,3.6,1.262299215,0.519,NA,Pakistan,South Asia,0,0,0
PHL,2012,NA,NA,0,0,64.66,47.25,-0.5231332999999999,0.10808920000000001,-0.5628825,2.0999999999999996,NA,NA,2.610967768,0.684,46.5,Philippines,Southeast Asia,0,0,0
PLW,2012,NA,NA,0,0,NA,100,0.9037626,-0.5563569,-0.42702970000000007,NA,4,3.4,14.40069181,0.795,NA,Palau,Oceania,0,1,0
PNG,2012,NA,NA,0,0,72.93,50.76,-0.8362243,-0.7407335999999999,-0.9380295,2.4000000000000004,2.5,3.1,2.265764413,0.52,NA,Papua New Guinea,Oceania,0,1,0
SGP,2012,NA,NA,NA,NA,28.26,65.615,1.7310990000000002,2.165925,2.123504,6.5,NA,NA,51.6634924,0.918,NA,Singapore,Southeast Asia,1,1,0
SLB,2012,NA,NA,0,0,57.155,50.6,-0.5399753,-0.8060813,-0.3581656,2.4000000000000004,3.5,3.1,2.1775409870000004,0.553,37.1,Solomon Islands,Oceania,0,1,1
THA,2012,NA,NA,0,3.5,39.19,41.62,-0.1510798,0.2245758,-0.3662243,3.5,NA,NA,5.531349018999999,0.737,39.3,Thailand,Southeast Asia,1,0,0
TJK,2012,NA,NA,0,0,73.55,39.89,-1.20035,-0.9312043999999999,-1.275516,1.1999999999999993,3.5,3.5,0.8647004429999999,0.643,NA,Tajikistan,Central and West Asia,0,0,0
TKM,2012,NA,NA,0,0.4,14.42,57.16,-1.402587,-1.257159,-1.431173,1,NA,NA,5.249704149,0.679,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2012,NA,NA,0,0.09,NA,100,-1.1448639999999999,-1.180872,-0.7359146,1.5,3,3.2,1.271304649,0.639,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2012,NA,NA,0,0,58.665000000000006,11.54,-0.037593400000000006,-0.40812129999999996,-0.32122790000000007,NA,3.5,3.9,4.108384742999999,0.708,NA,Tonga,Oceania,0,1,0
TUV,2012,NA,NA,NA,NA,NA,20.02,0.4614491,-0.6933140999999999,-0.350519,NA,4,3.2,2.8557437329999997,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2012,NA,NA,0,0,23.73,75.425,1.049876,1.153928,0.7225365,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2012,NA,NA,0,0.34,24.08,35.145,-1.290145,-0.9106965,-1.3014370000000002,1.3000000000000007,4,3.6,2.354593655,0.685,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2012,NA,NA,0,0,56.52,37.4,-0.5515664,-0.2699399,-0.5280299,2.5,4.5,4.4,1.8053611699999998,0.676,35.6,Viet Nam,Southeast Asia,0,0,0
VUT,2012,NA,NA,0,0,63.69,2.35,0.2845534,-0.2233136,0.3365192,NA,3,3,2.816766696,0.591,NA,Vanuatu,Oceania,0,1,0
WSM,2012,NA,NA,0,0,69.02000000000001,12.88,0.6759908,-0.0191277,0.10666580000000002,4,4,4,4.007084965,0.698,NA,Samoa,Oceania,0,1,0
AFG,2013,NA,NA,0,63.1,NA,48.905,-1.597348,-1.385382,-1.43651,0.5999999999999996,1.5,2.7,0.5689645435,0.496,NA,Afghanistan,South Asia,0,0,1
ARM,2013,NA,NA,0,0.84,50.735,58.332499999999996,-0.34427209999999997,0.0688658,-0.5317937,3.4000000000000004,4,4.2,3.406536118,0.762,30.6,Armenia,Central and West Asia,0,0,0
AUS,2013,NA,NA,0,0,30.525,76.8725,1.7785349999999998,1.6400549999999998,1.7852259999999998,9,NA,NA,55.72394823,0.931,NA,Australia,Oceania,1,0,0
AZE,2013,NA,NA,0,54.34,62.605,66.25,-0.7239093000000001,-0.4752991,-0.9665771999999999,1.8000000000000007,NA,NA,5.425905285,0.735,NA,Azerbaijan,Central and West Asia,0,0,0
BGD,2013,NA,NA,0,42.649,58.50833333333333,26.2625,-0.8668659,-0.7941526,-0.8868789,1.6999999999999993,4,3.9,1.129993548,0.579,NA,Bangladesh,South Asia,0,0,1
BRN,2013,NA,NA,NA,NA,13.450000000000001,81.575,0.5945292,0.8697968,0.6461149,2.5999999999999996,NA,NA,32.924990030000004,0.839,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2013,NA,NA,NA,NA,61.21000000000001,50.65,0.2902508,0.40037209999999995,0.9015949000000001,4,4.5,4.8,2.500864512,0.61,NA,Bhutan,South Asia,0,0,1
CHN,2013,NA,NA,0,0,48.095,18.869999999999997,-0.5246463,0.0034887,-0.3582174,1.9000000000000004,NA,NA,7.056410626999999,0.724,39.7,People's Republic of China,East Asia,1,0,0
COK,2013,NA,NA,NA,NA,NA,NA,-0.9324832000000001,-0.9944171999999999,-0.2185534,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2013,NA,NA,NA,NA,64.3325,49.14,-0.8230026,-0.8437901,-0.12098930000000001,1.1999999999999993,NA,NA,4.90189758,0.728,36.7,Fiji,Oceania,0,1,0
FSM,2013,NA,NA,NA,NA,NA,21.063333333333333,0.0652919,-0.5713716999999999,-0.2044475,3.7,3,2.9,2.923359712,0.605,40.1,Federated States of Micronesia,Oceania,0,1,0
GEO,2013,NA,NA,0,20.66,56.11,65.9025,-0.0060284,0.5851755999999999,0.46928059999999994,1.4000000000000004,4,4.6,3.7387050399999997,0.775,38.6,Georgia,Central and West Asia,0,0,0
HKG,2013,NA,NA,NA,NA,NA,NA,1.573712,1.7460919999999998,1.6435529999999998,NA,NA,NA,40.9597278,0.918,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2013,NA,NA,0,9,47.08,60.9675,-0.5308241,-0.19895079999999998,-0.6136571,3.5999999999999996,NA,NA,3.104348,0.687,40,Indonesia,Southeast Asia,1,0,0
IND,2013,NA,NA,0,52.6,43.575,22.2875,-0.057384500000000005,-0.1717331,-0.5172880999999999,4.8,NA,NA,1.4158287219999999,0.604,NA,India,South Asia,1,0,0
JPN,2013,NA,NA,0,0,37.045,82.29,1.44361,1.618248,1.655598,7.8,NA,NA,34.239886250000005,0.902,32.9,Japan,East Asia,1,0,0
KAZ,2013,NA,NA,0,0,26.560000000000002,64.2825,-0.6916572,-0.5330504,-0.9288021999999999,2.2,NA,NA,10.26429807,0.791,27.1,Kazakhstan,Central and West Asia,1,0,0
KGZ,2013,NA,NA,0,0,60.955,64.965,-1.109251,-0.6522024000000001,-1.1626610000000002,1.5999999999999996,3.5,3.7,1.08054823,0.68,28.8,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2013,NA,NA,0,0,69.54666666666667,58.995,-1.0041639999999998,-0.9065329,-1.052218,1.6999999999999993,3.5,3.9,1.048132495,0.559,NA,Cambodia,Southeast Asia,0,0,1
KIR,2013,NA,NA,NA,NA,63.54125,81.98,0.18153010000000003,-0.7700296999999999,-0.0423936,NA,3.5,2.9,1.446700944,NA,NA,Kiribati,Oceania,0,1,1
KOR,2013,NA,NA,0,0,32.14,66.8,0.9537361999999999,1.125629,0.614478,7.1,NA,NA,27.39465031,0.901,NA,Republic of Korea,East Asia,1,0,0
LAO,2013,NA,NA,0,0,72.0025,34.37,-0.8003266,-0.7303624,-0.9337131999999999,1.4000000000000004,3.5,3.9,1.9105310510000002,0.582,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2013,NA,NA,0,9,61.209999999999994,57.465,-0.2770237,-0.17006,-0.21474570000000004,1.8000000000000007,4,3.9,3.5526985590000004,0.769,NA,Sri Lanka,South Asia,0,0,0
MDV,2013,NA,NA,NA,NA,63.928749999999994,49.6325,-0.7466669,-0.3224895,-0.7475998,1.6999999999999993,4,3.6,8.954556592000001,0.709,NA,Maldives,South Asia,0,1,0
MHL,2013,NA,NA,NA,NA,NA,16.9775,0.1330848,-1.5662909999999999,-0.0377923,NA,4,3.2,3.207812692,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2013,NA,NA,0,64.09,77.10166666666666,49.86,-1.233859,-1.497578,-0.9998913,1,NA,NA,1.088059541,0.543,NA,Myanmar,Southeast Asia,0,0,0
MNG,2013,NA,NA,NA,NA,22.36,54.235,-0.3714384,-0.5487576999999999,-0.4790803,4.7,4,4.1,3.6506015090000004,0.727,NA,Mongolia,East Asia,0,0,0
MYS,2013,NA,NA,0,0,34.115,79.9675,0.43568500000000004,0.9998574,0.35023459999999995,3.8,NA,NA,9.179366821,0.785,41.3,Malaysia,Southeast Asia,1,0,0
NIU,2013,NA,NA,NA,NA,NA,NA,-0.7874810999999999,-0.9944171999999999,-0.423874,NA,NA,NA,NA,NA,NA,Niue,Oceania,0,1,0
NPL,2013,NA,NA,0,5,79.72666666666667,26.4125,-0.7181886,-0.9266179,-0.6867849,1.9000000000000004,3,3.8,0.8210732055,0.568,NA,Nepal,South Asia,0,0,1
NRU,2013,NA,NA,NA,NA,NA,NA,0.6232479000000001,-0.5787581,-0.6431231,NA,2.5,3.1,6.458401356,NA,NA,Nauru,Oceania,1,1,0
NZL,2013,NA,NA,0,0,53.754999999999995,83.965,1.8788490000000002,1.758012,2.341601,9.5,NA,NA,37.23266132,0.914,NA,New Zealand,Oceania,1,0,0
PAK,2013,NA,NA,0,74.67,50.53,26.4925,-0.856865,-0.7921309,-0.9561632,1.5999999999999996,3,3.6,1.290368627,0.523,30.7,Pakistan,South Asia,0,0,0
PHL,2013,NA,NA,0,11.58,50.19499999999999,64.39,-0.403449,0.118351,-0.3808225,2.4000000000000004,NA,NA,2.740456489,0.691,NA,Philippines,Southeast Asia,0,0,0
PLW,2013,NA,NA,0,0,NA,100,0.9033780999999999,-0.5787581,-0.6431231,NA,4,3.4,13.938186669999999,0.821,NA,Palau,Oceania,0,1,0
PNG,2013,NA,NA,0,0,81.45500000000001,63.095,-0.9475831,-0.663309,-0.9613224,2.9000000000000004,2.5,3,2.304891636,0.537,NA,Papua New Guinea,Oceania,0,1,0
SGP,2013,NA,NA,NA,NA,57.55499999999999,81.9725,1.7054209999999999,2.089236,2.0779389999999998,6.8,NA,NA,53.292613270000004,0.921,NA,Singapore,Southeast Asia,1,1,0
SLB,2013,NA,NA,0,0,58.1625,60.3,-0.5256075,-0.8241681000000001,-0.40013150000000003,2.7,3.5,3.1,2.232352768,0.558,NA,Solomon Islands,Oceania,0,1,1
THA,2013,NA,NA,0,3.5,42.62,54.644999999999996,-0.12059949999999998,0.2478922,-0.34342259999999997,3.8,NA,NA,5.65428542,0.734,37.8,Thailand,Southeast Asia,1,0,0
TJK,2013,NA,NA,0,0,79.9725,54.54,-1.252659,-1.0588309999999999,-1.284166,0.9000000000000004,3.5,3.6,0.9073781037,0.653,NA,Tajikistan,Central and West Asia,0,0,0
TKM,2013,NA,NA,0,0.4,38.045,77.68,-1.386706,-1.2823120000000001,-1.4078629999999999,0.6999999999999993,NA,NA,5.679019268999999,0.685,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2013,NA,NA,0,0.09,NA,84.66499999999999,-1.2085,-1.231673,-0.6837089,2,2.5,3.1,1.2872636380000002,0.63,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2013,NA,NA,0,0,50.2725,48.605,-0.005507100000000001,-0.4047104,-0.2825491,NA,3.5,3.9,4.160415859,0.708,NA,Tonga,Oceania,0,1,0
TUV,2013,NA,NA,NA,NA,NA,NA,0.48512040000000006,-0.6596131,-0.39626669999999997,NA,4,3.2,2.957542334,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2013,NA,NA,0,0,40.709999999999994,75.9025,1.050092,1.211042,0.6794441,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2013,NA,NA,0,0.34,37.989999999999995,57.25750000000001,-1.226715,-0.9140524999999999,-1.263031,1,4,3.6,2.487244416,0.692,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2013,NA,NA,0,0,50.515,44.36,-0.5148515,-0.26585970000000003,-0.4781188,2.2,4.5,4.4,1.883308537,0.681,NA,Viet Nam,Southeast Asia,0,0,0
VUT,2013,NA,NA,0,0,57.81,37.175000000000004,0.30922890000000003,-0.21277960000000004,0.28845170000000003,NA,3,3.1,2.7513209030000003,0.593,NA,Vanuatu,Oceania,0,1,0
WSM,2013,NA,NA,NA,NA,64.65,31.7975,0.6832136,0.0244862,0.1452864,4,4,4,3.959383204,0.7,38.7,Samoa,Oceania,0,1,0
AFG,2014,NA,NA,0,80.5409,NA,62.32,-1.445761,-1.332015,-1.354829,0.5,1.5,2.7,0.5651792732999998,0.5,NA,Afghanistan,South Asia,0,0,1
ARM,2014,NA,NA,0,0.84,39.91,76.6,-0.3660013,-0.1984497,-0.5239608,3.3,4,4.3,3.5112250590000005,0.764,31.5,Armenia,Central and West Asia,0,0,0
AUS,2014,NA,NA,0,0,47.67,98.33,1.9230459999999998,1.607067,1.853722,9,NA,NA,56.30597909,0.933,34.4,Australia,Oceania,1,0,0
AZE,2014,NA,NA,0,56.8892,80.88,86.87,-0.6723401999999999,-0.3642464,-1.018758,1.6999999999999993,NA,NA,5.505988236,0.74,NA,Azerbaijan,Central and West Asia,0,0,0
BGD,2014,NA,NA,0,42.649,56.196666666666665,13.83,-0.7777678000000001,-0.7662595999999999,-0.8869365,1.5999999999999996,4,3.9,1.1848632829999999,0.579,NA,Bangladesh,South Asia,0,0,1
